"Device Info";"start";"end";"Username";"Region";"Country";"What is the client's ID number in our systems?";"To which branch does the client belong?";"Insurance_Type";"Before we start, I would like to explain this survey.

VisionFund is collecting this information to understand how our services affect our clients and to improve our products.

Your participation is voluntary. Your answers will not affect your loan, insurance, or any other VisionFund services in any way.

Your responses will be kept confidential and analyzed together with other clients’ answers. We will not share your name or personal details in reports.

We may share anonymized survey data with trusted research or analysis partners to help us understand client experiences and improve our services.

You may skip any question, stop the survey at any time, or ask for your data to be deleted later.

Do you agree to participate in this survey?";"This section includes questions on the extent to which you understand the terms of insurance and claims.";"How would you rate your understanding of what your insurance covers?";"How you would you rate your understanding of how to make a claim?";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?/a. In-person explanation from MFI staff/loan officer";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?/b. Group meeting";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?/c. SMS/WhatsApp messages from the MFI";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?/d. Printed materials (leaflets, posters, brochures)";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?/e. Phone call from the MFI";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?/f. Email from the MFI";"Which communication channel is the most effective in increasing your awareness and understanding of the claims process?/g. Other (please specify)";"If other, please specify:";"Which channel do you prefer most for submitting insurance claims?";"If other, please specify:";"I will now ask you questions regarding your experience when making an insurance claim.";"In the last 12 months, did you experience an event that might be covered by your insurance?";"[If Yes] Did you submit an insurance claim for that event?";"[If No, did not submit an insurance claim] What was the main reason you did not submit an insurance claim for this event?";"If other, please specify:";"[If Yes, submitted a claim] What was the result of the claim?";"If [Claim was approved and paid] Considering all costs related to the event, how much of the cost did the insurance payout cover?";"[If filed a claim] Have you experienced any challenges with the claim process?";"[If yes] What challenges did you experience with the claim process?";"[If yes] What challenges did you experience with the claim process?/a. Claim documents were difficult to collect from hospitals or authorities";"[If yes] What challenges did you experience with the claim process?/b. Claim documents were difficult to submit";"[If yes] What challenges did you experience with the claim process?/c. It was difficult to know the status of the claim once documents were submitted";"[If yes] What challenges did you experience with the claim process?/d. It took a long time to receive the claim amount";"[If yes] What challenges did you experience with the claim process?/e. I did not receive enough support or guidance on the claim process";"[If yes] What challenges did you experience with the claim process?/f. Other (specify)";"If other, please specify:";"[If e] What specific support would you need to make the claims process easier?";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/a. Use savings";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/b. Borrow money";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/c. Sell assests or livestock";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/d. Reduce food consumption or essential spending";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/e. Take your children out of school";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/f. Closed business temporarily";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/g. None of the above";"[If yes to experiencing an insured event] Because of the event, did you have to do any of the following?/h. Other (specify)";"If other, please specify:";"This section includes questions related to additional services offered in the insurance.";"In the past 12 months, which of the following services did you use?";"In the past 12 months, which of the following services did you use?/a. Teleconsultation - doctor by phone (general or specialized such as psychologist, nutritionist)";"In the past 12 months, which of the following services did you use?/b. Face to face consultations (general or specialized such as dental, opthalmology)";"In the past 12 months, which of the following services did you use?/c. Access to medicines (discounts or free)";"In the past 12 months, which of the following services did you use?/d. Lab examination/lab test";"In the past 12 months, which of the following services did you use?/e. Health events (mobile clinic, orange ambulance, medical brigades, etc.)";"In the past 12 months, which of the following services did you use?/f. None";"In the past 12 months, which of the following services did you use?/g. Other: please specify";"If other, please specify:";"If [did access the services] did the services help you as you wanted?";"I will now ask you questions on how the insurance has impacted the wellbeing of your children and finances.";"How much does the insurance help reduce your financial stress?";"Since taking the insurance product from VisionFund, has the wellbeing of the children you support improved?";"[If a] What improved for your children since having the insurance product?";"[If a] What improved for your children since having the insurance product?/a. Improved access to healthcare treatment and diagnosis";"[If a] What improved for your children since having the insurance product?/b. Reduced out-of-pocket expenses that helped us maintain nutritious and sufficient meals.";"[If a] What improved for your children since having the insurance product?/c. Fewer school days missed due to improved health";"[If a] What improved for your children since having the insurance product?/d. Reduced need to work extra hours after a shock, allowing more time to spend with children";"[If a] What improved for your children since having the insurance product?/e. Ability to continue normal daily activities (play, social life, learning)";"[If a] What improved for your children since having the insurance product?/f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"[If a] What improved for your children since having the insurance product?/g. Other (please specify)";"If other, please specify:";"This section includes questions on your level of satisfaction with your interaction with VisionFund, their products or services.";"On a scale of 0-10, how likely are you to recommend the VisionFund Insurance to a friend or family member, where 0 is not at all likely and 10 is extremely likely?";"[If 0-6] What actions could VisionFund take to make you more likely to recommend the insurance product to a friend or family member?";"[If 7-8] What specifically about the VisionFund  Insurance caused you to give it the score that you did?";"[If 9-10] What specifically about the VisionFund Insurance would cause you to recommend it to a friend or family member?";"Considering the benefits and the cost of your insurance, do you feel the insurance is worth what you pay?";"If you had to pay the full insurance premium yourself, in the amount of 700,000 VND/hectare per year, would you renew this policy after it expires?";"How confident are you that the insurance will pay when something serious happens?";"I will now ask you questions about your levels of access to insurance services before and after VisionFund.";"Before VisionFund, did you have access to an insurance like VisionFund provides?";"If you could no longer access insurance from VisionFund, how easily could you get a comparable insurance product with another organization?";"This section includes specific questions related to your health insurance.";"Since having the insurance, were you or any member of your household able to seek medical care more easily?";"Compared to a similar illness before you had insurance, have your out-of-pocket medical costs changed because of the insurance? It has become…";"This section includes specific questions related to your Crop insurance.";"After the weather shock, since having the insurance, how quickly were you able to recover and continue earning income?";"Since having a crop insurance, has your approach to farming changed (e.g., choice of crops, input investment, or planting practices)?";"This section includes specific questions related to your Credit Life insurance.";"Besides the protection in case of death or disability, which other insurance benefits are included with your Credit insurance?";"Besides the protection in case of death or disability, which other insurance benefits are included with your Credit insurance?/a. Help with medical or hospital costs";"Besides the protection in case of death or disability, which other insurance benefits are included with your Credit insurance?/b. Help when crops or income are affected by weather (drought, flood, etc.)";"Besides the protection in case of death or disability, which other insurance benefits are included with your Credit insurance?/c. Help when property or business assets are damaged";"Besides the protection in case of death or disability, which other insurance benefits are included with your Credit insurance?/d. No other benefits are included";"Besides the protection in case of death or disability, which other insurance benefits are included with your Credit insurance?/e. I am not sure";"Most MFIs that provide a Credit Insurance only cover the outstanding loan amount in case of the death or disability of the borrower. How valuable are the additional benefits of this enhanced credit insurance to you?";"Lastly, I will be asking questions about you and your household.";"What is the client's age?";"What is the client's education level?";"What is the client's household size?";"What is the client's sex?";"Does anyone in your household experience serious difficulty in any of the following areas: seeing, hearing, walking or climbing steps, remembering or concentrating, self-care, or communicating?";"In the last 6 months, which services have you received from VisionFund apart from your insurance policy?";"In the last 6 months, which services have you received from VisionFund apart from your insurance policy?/a. Loans";"In the last 6 months, which services have you received from VisionFund apart from your insurance policy?/b. Savings Accounts";"In the last 6 months, which services have you received from VisionFund apart from your insurance policy?/c. Financial Education";"In the last 6 months, which services have you received from VisionFund apart from your insurance policy?/d. Health Services (telemedicine, education etc.)";"In the last 6 months, which services have you received from VisionFund apart from your insurance policy?/e. None";"In the last 6 months, which services have you received from VisionFund apart from your insurance policy?/f. Other (please specify)";"If other, please specify:";"What are your main sources of income?";"What are your main sources of income?/a. Crop agriculture business";"What are your main sources of income?/b. Livestock agriculture business";"What are your main sources of income?/c. Trading/Wholesale/Retail (e.g., retail shop)";"What are your main sources of income?/d. Manufacturing (e.g., maker of furniture)";"What are your main sources of income?/e. Service provision business (e.g., salon, skilled/casual laborer, or transport business)";"What are your main sources of income?/f. Salaried wage-earner";"What are your main sources of income?/g. Remittances, donations, and government subsidy/assitance";"What are your main sources of income?/h. Other (please specify)";"If other, please specify:";"Thank you very much for your time. We will use this information to improve our services to you and future clients. Have a great day!";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"_tags";"_index"
"collect:I77spbebXJj0hawZ";"2026-03-20T11:23:38.422+02:00";"2026-03-20T11:52:58.273+02:00";"ida_golowa";"AFRICA";"Malawi";"LB29526464";"MZUZU";"Health Insurance";"a. Yes, I agree to participate";"";"a. Very good";"a. Very good";"a. In-person explanation from MFI staff/loan officer e. Phone call from the MFI";"1";"0";"0";"0";"1";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"a. Yes";"e. Ability to continue normal daily activities (play, social life, learning) f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"0";"0";"0";"0";"1";"1";"0";"";"";"8";"";"No one  is ready  for emergencies, so insurance  covers unexpected  medical ,funeral  event  this helps to ensure continuity  even after unexpected  setbacks. ";"";"a. Definitely worth it";"";"a. Very confident";"";"b. No";"b. Slightly difficult";"";"b. No";"a. Much lower";"";"";"";"";"";"";"";"";"";"";"";"";"31";"d. Primary";"b. 4-6 People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"e. Service provision business (e.g., salon, skilled/casual laborer, or transport business)";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"28207";"51e86b5d-4538-4996-a992-3ff42674ea1b";"2026-03-20T09:53:45";"";"";"submitted_via_web";"ida_golowa";"";"22"
"collect:Tkm2FpcoBB3wIfHH";"2026-03-20T11:45:02.244+02:00";"2026-03-20T12:02:46.017+02:00";"ishmael_allison";"AFRICA";"Malawi";"MT20427333";"Ntcheu";"Health Insurance";"a. Yes, I agree to participate";"";"d. Very poor";"d. Very poor";"a. In-person explanation from MFI staff/loan officer c. SMS/WhatsApp messages from the MFI";"1";"0";"1";"0";"0";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"c. No effect";"a. Yes";"f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"0";"0";"0";"0";"0";"1";"0";"";"";"2";"They need training of insurance policy";"";"";"b. Somewhat worth it";"";"b. Somewhat confident";"";"b. No";"a. Very difficult";"";"c. Not applicable (I/my family have not needed medical care)";"f. Not applicable (I have not needed medical care)";"";"";"";"";"";"";"";"";"";"";"";"";"27";"c. Lower Secondary";"a. 1-3 People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"e. Service provision business (e.g., salon, skilled/casual laborer, or transport business)";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"28209";"3dd6ccb1-063b-453c-b24f-976083eeb3e6";"2026-03-20T10:02:56";"";"";"submitted_via_web";"ishmael_allison";"";"23"
"collect:uKJuWJrIah8r2IDP";"2026-03-20T12:26:30.127+02:00";"2026-03-20T12:47:32.467+02:00";"tiyanjane_thomo";"AFRICA";"Malawi";"20212";"MZUZU";"Health Insurance";"a. Yes, I agree to participate";"";"b. Good";"c. Poor";"b. Group meeting";"0";"1";"0";"0";"0";"0";"0";"";"c. Whatsapp or other messages applications";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"b. No";"";"";"";"";"";"";"";"";"";"";"8";"";"Because insurance  acts like a shoulder in times  of difficulties  to us members,  according  to my understanding, it covers death  and sickness, so ame,ber get relief in times of difficulties.";"";"a. Definitely worth it";"";"a. Very confident";"";"b. No";"a. Very difficult";"";"b. No";"f. Not applicable (I have not needed medical care)";"";"";"";"";"";"";"";"";"";"";"";"";"54";"b. Upper Secondary";"c. 7 or more People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"c. Trading/Wholesale/Retail (e.g., retail shop) a. Crop agriculture business";"1";"0";"1";"0";"0";"0";"0";"0";"";"";"28216";"58f63c10-bb78-46ea-9f0c-da3612d21bc0";"2026-03-20T10:47:54";"";"";"submitted_via_web";"tiyanjane_thomo";"";"24"
"collect:I77spbebXJj0hawZ";"2026-03-20T12:40:12.614+02:00";"2026-03-20T12:56:15.588+02:00";"ida_golowa";"AFRICA";"Malawi";"ML22605799";"MULANJE";"Health Insurance";"a. Yes, I agree to participate";"";"d. Very poor";"d. Very poor";"a. In-person explanation from MFI staff/loan officer";"1";"0";"0";"0";"0";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"b. No";"";"";"";"";"";"";"";"";"";"";"7";"";"Insurance  helps  you cover unexpected  losses, knowing you're  covered  it reduces  your stress";"";"b. Somewhat worth it";"";"b. Somewhat confident";"";"b. No";"a. Very difficult";"";"c. Not applicable (I/my family have not needed medical care)";"f. Not applicable (I have not needed medical care)";"";"";"";"";"";"";"";"";"";"";"";"";"25";"d. Primary";"a. 1-3 People";"b. Female";"a. Yes";"a. Loans";"1";"0";"0";"0";"0";"0";"";"e. Service provision business (e.g., salon, skilled/casual laborer, or transport business)";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"28219";"1cf1a461-0d8c-419f-8d3a-13fd103851b1";"2026-03-20T10:56:22";"";"";"submitted_via_web";"ida_golowa";"";"25"
"collect:Tkm2FpcoBB3wIfHH";"2026-03-20T12:03:08.529+02:00";"2026-03-20T12:57:22.972+02:00";"ishmael_allison";"AFRICA";"Malawi";"BC20427202";"Ntcheu";"Health Insurance";"a. Yes, I agree to participate";"";"c. Poor";"c. Poor";"a. In-person explanation from MFI staff/loan officer";"1";"0";"0";"0";"0";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"c. No effect";"a. Yes";"f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"0";"0";"0";"0";"0";"1";"0";"";"";"4";"The benefits of the insurance not highlighted";"";"";"b. Somewhat worth it";"";"b. Somewhat confident";"";"b. No";"a. Very difficult";"";"b. No";"c. No difference";"";"";"";"";"";"";"";"";"";"";"";"";"35";"c. Lower Secondary";"b. 4-6 People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"a. Crop agriculture business c. Trading/Wholesale/Retail (e.g., retail shop)";"1";"0";"1";"0";"0";"0";"0";"0";"";"";"28220";"c673d967-cd9d-4f8e-8a4f-f7b92a6eaa88";"2026-03-20T10:57:30";"";"";"submitted_via_web";"ishmael_allison";"";"26"
"collect:uKJuWJrIah8r2IDP";"2026-03-20T12:51:27.168+02:00";"2026-05-04T10:32:25.423+02:00";"tiyanjane_thomo";"AFRICA";"Malawi";"MM20212353";"MZUZU";"Health Insurance";"a. Yes, I agree to participate";"";"c. Poor";"c. Poor";"b. Group meeting";"0";"1";"0";"0";"0";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"b. No";"";"";"";"";"";"";"";"";"";"";"4";"The officer told us about insurance, but I did not understand  the procedures  of the claim  and how it works. As a group, we need refresher training format us to understand.";"";"";"a. Definitely worth it";"";"a. Very confident";"";"b. No";"a. Very difficult";"";"b. No";"f. Not applicable (I have not needed medical care)";"";"";"";"";"";"";"";"";"";"";"";"";"32";"b. Upper Secondary";"b. 4-6 People";"b. Female";"a. Yes";"a. Loans";"1";"0";"0";"0";"0";"0";"";"c. Trading/Wholesale/Retail (e.g., retail shop)";"0";"0";"1";"0";"0";"0";"0";"0";"";"";"28221";"024c68ae-c730-42ea-8af2-dcb5d79c9862";"2026-03-20T11:08:01";"";"";"submitted_via_web";"tiyanjane_thomo";"";"27"
"collect:uKJuWJrIah8r2IDP";"2026-03-20T13:08:36.471+02:00";"2026-03-20T13:27:19.654+02:00";"tiyanjane_thomo";"AFRICA";"Malawi";"EM20212423";"MZUZU ";"Health Insurance";"a. Yes, I agree to participate";"";"b. Good";"b. Good";"b. Group meeting a. In-person explanation from MFI staff/loan officer";"1";"1";"0";"0";"0";"0";"0";"";"c. Whatsapp or other messages applications";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"b. No";"";"";"";"";"";"";"";"";"";"";"9";"";"";"It is important  to have insurance, especially  when a member is sick or has died. The group will not pay the loan of a member. Instead, the payment  will be done by  insurance . However, our officer should   come for another training for us to understand  well.";"a. Definitely worth it";"";"a. Very confident";"";"b. No";"a. Very difficult";"";"b. No";"f. Not applicable (I have not needed medical care)";"";"";"";"";"";"";"";"";"";"";"";"";"31";"b. Upper Secondary";"b. 4-6 People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"a. Crop agriculture business";"1";"0";"0";"0";"0";"0";"0";"0";"";"";"28222";"5adfb76f-36ef-4f12-a9c4-d2184269465f";"2026-03-20T11:27:35";"";"";"submitted_via_web";"tiyanjane_thomo";"";"28"
"collect:Tkm2FpcoBB3wIfHH";"2026-03-20T13:36:00.316+02:00";"2026-03-20T13:47:10.601+02:00";"ishmael_allison";"AFRICA";"Malawi";"VC20427067";"Ntcheu";"Health Insurance";"a. Yes, I agree to participate";"";"c. Poor";"c. Poor";"a. In-person explanation from MFI staff/loan officer";"1";"0";"0";"0";"0";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"a. Yes";"a. Yes";"";"";"b. It was approved and not yet paid";"";"b. No";"";"";"";"";"";"";"";"";"";"b. Borrow money";"0";"1";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"c. No effect";"a. Yes";"f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"0";"0";"0";"0";"0";"1";"0";"";"";"4";"Should fulfill the funeral benefit claims";"";"";"d. Somewhat not worth it";"";"d. Somewhat not confident";"";"b. No";"a. Very difficult";"";"b. No";"c. No difference";"";"";"";"";"";"";"";"";"";"";"";"";"41";"d. Primary";"b. 4-6 People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"a. Crop agriculture business c. Trading/Wholesale/Retail (e.g., retail shop)";"1";"0";"1";"0";"0";"0";"0";"0";"";"";"28224";"796f10d5-4c58-4dff-ba83-100283a1bd4b";"2026-03-20T12:14:57";"";"";"submitted_via_web";"ishmael_allison";"";"29"
"collect:I77spbebXJj0hawZ";"2026-03-20T14:05:54.527+02:00";"2026-03-20T14:24:42.399+02:00";"ida_golowa";"AFRICA";"Malawi";"BK29788894";"MZUZU";"Health Insurance";"a. Yes, I agree to participate";"";"a. Very good";"a. Very good";"a. In-person explanation from MFI staff/loan officer";"1";"0";"0";"0";"0";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"a. Yes";"e. Ability to continue normal daily activities (play, social life, learning) f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"0";"0";"0";"0";"1";"1";"0";"";"";"8";"";"Life is unpredictable, knowing  you're protected against major losses  allows  you to live and plan your  life with less stress and worry. ";"";"a. Definitely worth it";"";"a. Very confident";"";"a. Yes";"b. Slightly difficult";"";"b. No";"a. Much lower";"";"";"";"";"";"";"";"";"";"";"";"";"35";"c. Lower Secondary";"b. 4-6 People";"b. Female";"a. Yes";"a. Loans";"1";"0";"0";"0";"0";"0";"";"e. Service provision business (e.g., salon, skilled/casual laborer, or transport business)";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"28225";"be2b0203-621f-4703-a2ef-32ea39526947";"2026-03-20T12:24:54";"";"";"submitted_via_web";"ida_golowa";"";"30"
"collect:Tkm2FpcoBB3wIfHH";"2026-03-20T14:46:06.863+02:00";"2026-03-20T14:52:20.250+02:00";"ishmael_allison";"AFRICA";"Malawi";"LE27129572";"Ntcheu";"Health Insurance";"a. Yes, I agree to participate";"";"b. Good";"b. Good";"c. SMS/WhatsApp messages from the MFI";"0";"0";"1";"0";"0";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"a. Yes";"a. Yes";"";"";"b. It was approved and not yet paid";"";"b. No";"";"";"";"";"";"";"";"";"";"a. Use savings";"1";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"c. No effect";"a. Yes";"f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"0";"0";"0";"0";"0";"1";"0";"";"";"5";"Fulfill funeral benefits claims to there customers who needed help";"";"";"d. Somewhat not worth it";"";"d. Somewhat not confident";"";"b. No";"a. Very difficult";"";"b. No";"c. No difference";"";"";"";"";"";"";"";"";"";"";"";"";"43";"d. Primary";"b. 4-6 People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"a. Crop agriculture business e. Service provision business (e.g., salon, skilled/casual laborer, or transport business)";"1";"0";"0";"0";"1";"0";"0";"0";"";"";"28226";"eea52c49-17f0-4b70-90b5-42cd7389d8ba";"2026-03-20T12:52:31";"";"";"submitted_via_web";"ishmael_allison";"";"31"
"collect:I77spbebXJj0hawZ";"2026-03-20T14:50:06.408+02:00";"2026-03-20T14:58:18.993+02:00";"ida_golowa";"AFRICA";"Malawi";"MP29788894";"MZUZU";"Health Insurance";"a. Yes, I agree to participate";"";"b. Good";"b. Good";"a. In-person explanation from MFI staff/loan officer e. Phone call from the MFI";"1";"0";"0";"0";"1";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"a. Yes";"e. Ability to continue normal daily activities (play, social life, learning) f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies";"0";"0";"0";"0";"1";"1";"0";"";"";"7";"";"It support  during emergencies, eg cover of loans and debts";"";"a. Definitely worth it";"";"a. Very confident";"";"b. No";"b. Slightly difficult";"";"b. No";"a. Much lower";"";"";"";"";"";"";"";"";"";"";"";"";"34";"d. Primary";"b. 4-6 People";"b. Female";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"e. Service provision business (e.g., salon, skilled/casual laborer, or transport business)";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"28227";"086beb64-aee7-47fc-be3f-d9313530ae72";"2026-03-20T12:58:50";"";"";"submitted_via_web";"ida_golowa";"";"32"
"collect:I77spbebXJj0hawZ";"2026-03-20T15:20:25.028+02:00";"2026-03-20T15:55:07.420+02:00";"ida_golowa";"AFRICA";"Malawi";"YS29539483";"NTCHEU";"Health Insurance";"a. Yes, I agree to participate";"";"b. Good";"b. Good";"a. In-person explanation from MFI staff/loan officer e. Phone call from the MFI";"1";"0";"0";"0";"1";"0";"0";"";"a. Through an MFI officer coming to collect the documents";"";"";"b. No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"a. Yes";"f. Increased savings after loss helped meet the children’s needs including clothing, shoes, and school supplies e. Ability to continue normal daily activities (play, social life, learning)";"0";"0";"0";"0";"1";"1";"0";"";"";"7";"";"It helps  you to recover  from unexpected  events ";"";"a. Definitely worth it";"";"a. Very confident";"";"b. No";"b. Slightly difficult";"";"b. No";"a. Much lower";"";"";"";"";"";"";"";"";"";"";"";"";"28";"b. Upper Secondary";"b. 4-6 People";"a. Male";"b. No";"a. Loans";"1";"0";"0";"0";"0";"0";"";"a. Crop agriculture business";"1";"0";"0";"0";"0";"0";"0";"0";"";"";"28228";"bfa4efc2-e60c-4ead-95d0-347cff21ae57";"2026-03-20T13:55:13";"";"";"submitted_via_web";"ida_golowa";"";"33"
"collect:uKJuWJrIah8r2IDP";"2026-03-20T17:17:37.812+02:00";"2026-05-04T10:25:37.638+02:00";"tiyanjane_thomo";"AFRICA";"Malawi";"15947";"MZUZU";"Health Insurance";"a. Yes, I agree to participate";"";"a. Very good";"a. Very good";"a. In-person explanation from MFI staff/loan officer b. Group meeting";"1";"1";"0";"0";"0";"0";"0";"";"c. Whatsapp or other messages applications";"";"";"a. Yes";"b. No";"e. I was not covered at that time";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Use savings";"1";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"a. Significantly reduced";"b. No";"";"";"";"";"";"";"";"";"";"";"9";"";"";"We have had a problem  from the previous cycle  where one member died,as the group we were forced to pay for the member, because we were not  on insurance  so with the coming of  insurance, we will  no longer pay for a deceased  member because insurance  will do the payment.";"a. Definitely worth it";"";"a. Very confident";"";"a. Yes";"a. Very difficult";"";"b. No";"f. Not applicable (I have not needed medical care)";"";"";"";"";"";"";"";"";"";"";"";"";"30";"c. Lower Secondary";"b. 4-6 People";"b. Female";"a. Yes";"a. Loans";"1";"0";"0";"0";"0";"0";"";"c. Trading/Wholesale/Retail (e.g., retail shop)";"0";"0";"1";"0";"0";"0";"0";"0";"";"";"28229";"4b09c31c-aa0c-4ddf-9629-38b056163ab9";"2026-03-20T15:44:19";"";"";"submitted_via_web";"tiyanjane_thomo";"";"34"
